name,email,password,school,sex,age,first_year_marks_percentage,second_year_marks_percentage,third_year_marks_percentage,first_year_attendance,second_year_attendance,overall_performance,attendance_improvement,total_courses_enrolled,average_course_completion,Web Development_enrolled,PowerBI_enrolled,C++ DSA_enrolled,Python_enrolled,Java_enrolled,MongoDB_enrolled,Machine Learning_enrolled,Web Development_completion,PowerBI_completion,C++ DSA_completion,Python_completion,Java_completion,MongoDB_completion,Machine Learning_completion
Mary,mary@gmail.com,mary8196,GP,F,15,40.0,50.0,55.00000000000001,86.0,89.0,48.333333333333336,3.0,4,38.142857142857146,1,1,1,0,1,0,0,87,41,88,0,51,0,0
Varsha,varsha@gmail.com,varsha1802,GP,F,15,55.00000000000001,70.0,70.0,100.0,100.0,65.0,0.0,5,35.714285714285715,1,1,1,1,0,1,0,51,23,73,92,0,11,0
Khushi,khushi@gmail.com,khushi8485,GP,F,16,45.0,50.0,55.00000000000001,95.0,90.0,50.0,-5.0,4,32.142857142857146,0,0,1,1,1,0,1,0,0,29,100,69,0,27
Manisha,manisha@gmail.com,manisha2449,GP,F,15,70.0,75.0,75.0,64.0,59.0,73.33333333333333,-5.0,4,33.285714285714285,1,1,1,1,0,0,0,20,67,87,59,0,0,0
Ram,ram@gmail.com,ram1767,GP,M,15,75.0,80.0,80.0,98.0,100.0,78.33333333333333,2.0,5,30.142857142857142,1,0,1,1,1,0,1,79,0,20,74,34,0,4
Piyush,piyush@gmail.com,piyush2674,GP,M,15,40.0,45.0,40.0,58.0,61.0,41.666666666666664,3.0,5,36.57142857142857,1,1,1,0,0,1,1,63,94,38,0,0,22,39
Mary,mary@gmail.com,mary5174,GP,F,16,75.0,80.0,80.0,85.0,84.0,78.33333333333333,-1.0,5,41.285714285714285,0,1,1,1,0,1,1,0,98,100,72,0,14,5
Preeti,preeti@gmail.com,preeti8106,GP,F,16,55.00000000000001,60.0,60.0,91.0,94.0,58.333333333333336,3.0,5,13.714285714285714,0,1,1,0,1,1,1,0,7,6,0,6,18,59
Varsha,varsha@gmail.com,varsha3636,GP,F,16,50.0,40.0,55.00000000000001,68.0,70.0,48.333333333333336,2.0,5,58.57142857142857,0,1,1,0,1,1,1,0,53,95,0,93,100,69
Preeti,preeti@gmail.com,preeti8225,GP,F,16,45.0,55.00000000000001,50.0,98.0,100.0,50.0,2.0,4,14.0,1,1,0,0,0,1,1,44,25,0,0,0,2,27
Preeti,preeti@gmail.com,preeti3176,GP,F,16,45.0,40.0,40.0,50.0,55.0,41.666666666666664,5.0,4,38.42857142857143,0,0,1,1,1,0,1,0,0,63,84,59,0,63
Preeti,preeti@gmail.com,preeti2774,GP,F,15,50.0,50.0,50.0,69.0,68.0,50.0,-1.0,5,11.0,1,1,0,0,1,1,1,7,3,0,0,38,9,20
Manisha,manisha@gmail.com,manisha5010,GP,F,16,85.0,80.0,80.0,98.0,98.0,81.66666666666667,0.0,4,18.0,1,0,0,1,1,1,0,23,0,0,44,11,48,0
Vivek,vivek@gmail.com,vivek2803,GP,M,15,65.0,65.0,60.0,64.0,68.0,63.333333333333336,4.0,4,25.571428571428573,1,1,0,1,0,0,1,9,9,0,78,0,0,83
Manisha,manisha@gmail.com,manisha8524,GP,F,16,35.0,35.0,30.0,63.0,67.0,33.333333333333336,4.0,4,13.285714285714286,1,0,0,1,0,1,1,31,0,0,30,0,24,8
Mary,mary@gmail.com,mary8548,GP,F,15,45.0,50.0,45.0,96.0,98.0,46.666666666666664,2.0,4,31.857142857142858,1,1,1,0,0,0,1,44,90,21,0,0,0,68
Manisha,manisha@gmail.com,manisha2605,GP,F,15,85.0,85.0,85.0,97.0,100.0,85.0,3.0,4,15.0,1,0,0,1,1,1,0,18,0,0,28,58,1,0
Anshul,anshul@gmail.com,anshul5233,GP,M,16,65.0,75.0,75.0,78.0,79.0,71.66666666666667,1.0,4,33.57142857142857,1,0,1,1,0,1,0,71,0,75,19,0,70,0
Ram,ram@gmail.com,ram1683,GP,M,15,50.0,50.0,50.0,81.0,81.0,50.0,0.0,4,21.428571428571427,1,0,0,1,0,1,1,29,0,0,20,0,17,84
Preeti,preeti@gmail.com,preeti6247,GP,F,15,35.0,25.0,20.0,52.0,57.0,26.666666666666668,5.0,5,19.142857142857142,1,1,1,1,0,1,0,75,27,17,7,0,8,0
Karan,karan@gmail.com,karan9418,GP,M,16,60.0,60.0,70.0,73.0,73.0,63.333333333333336,0.0,5,44.42857142857143,1,0,0,1,1,1,1,62,0,0,51,91,71,36
Khushi,khushi@gmail.com,khushi8393,GP,F,16,55.00000000000001,60.0,55.00000000000001,76.0,77.0,56.666666666666664,1.0,3,20.0,0,0,1,1,0,1,0,0,0,52,25,0,63,0
Piyush,piyush@gmail.com,piyush9075,GP,M,15,50.0,50.0,55.00000000000001,95.0,93.0,51.666666666666664,-2.0,3,14.857142857142858,0,1,1,0,0,0,1,0,26,15,0,0,0,63
Vivek,vivek@gmail.com,vivek3671,GP,M,15,50.0,50.0,45.0,52.0,55.0,48.333333333333336,3.0,5,45.57142857142857,1,1,1,0,1,1,0,84,49,78,0,98,10,0
Khushi,khushi@gmail.com,khushi3443,GP,F,16,60.0,60.0,60.0,99.0,100.0,60.0,1.0,4,23.0,1,1,0,1,1,0,0,57,69,0,20,15,0,0
Ram,ram@gmail.com,ram8729,GP,M,17,40.0,40.0,50.0,81.0,78.0,43.333333333333336,-3.0,4,41.57142857142857,1,1,1,1,0,0,0,86,33,94,78,0,0,0
Manisha,manisha@gmail.com,manisha5524,GP,F,16,25.0,25.0,25.0,68.0,66.0,25.0,-2.0,5,23.285714285714285,1,0,0,1,1,1,1,52,0,0,28,41,11,31
Vivek,vivek@gmail.com,vivek6726,GP,M,15,45.0,55.00000000000001,55.00000000000001,57.0,55.0,51.666666666666664,-2.0,3,37.142857142857146,0,1,1,1,0,0,0,0,89,98,73,0,0,0
Karan,karan@gmail.com,karan3826,GP,M,15,50.0,45.0,50.0,57.0,56.0,48.333333333333336,-1.0,3,17.0,0,0,0,1,1,0,1,0,0,0,7,31,0,81
Preeti,preeti@gmail.com,preeti7395,GP,F,15,35.0,30.0,30.0,63.0,68.0,31.666666666666668,5.0,5,46.714285714285715,1,1,1,1,1,0,0,53,77,82,36,79,0,0
Vivek,vivek@gmail.com,vivek8644,GP,M,15,75.0,75.0,75.0,75.0,70.0,75.0,-5.0,4,21.714285714285715,0,1,0,1,1,1,0,0,32,0,6,49,65,0
Varsha,varsha@gmail.com,varsha8508,GP,F,15,50.0,55.00000000000001,55.00000000000001,91.0,96.0,53.333333333333336,5.0,3,18.857142857142858,0,0,1,1,1,0,0,0,0,71,47,14,0,0
Mary,mary@gmail.com,mary2923,GP,F,15,30.0,40.0,35.0,59.0,64.0,35.0,5.0,3,17.428571428571427,0,1,0,1,0,1,0,0,20,0,24,0,78,0
Khushi,khushi@gmail.com,khushi8854,GP,F,16,40.0,35.0,30.0,77.0,82.0,35.0,5.0,3,21.428571428571427,1,0,0,0,0,1,1,25,0,0,0,0,76,49
Khushi,khushi@gmail.com,khushi2304,GP,F,15,60.0,65.0,65.0,59.0,55.0,63.333333333333336,-4.0,3,32.714285714285715,1,1,0,0,0,1,0,62,81,0,0,0,86,0
Ram,ram@gmail.com,ram8540,GP,M,16,50.0,45.0,45.0,50.0,52.0,46.666666666666664,2.0,5,13.142857142857142,0,1,1,1,0,1,1,0,10,1,3,0,9,69
Piyush,piyush@gmail.com,piyush2007,GP,M,16,40.0,30.0,35.0,66.0,67.0,35.0,1.0,3,12.857142857142858,0,1,0,1,0,0,1,0,21,0,30,0,0,39
Manisha,manisha@gmail.com,manisha4342,GP,F,16,35.0,35.0,40.0,62.0,57.0,36.666666666666664,-5.0,4,18.857142857142858,1,0,1,1,0,0,1,2,0,82,36,0,0,12
Varsha,varsha@gmail.com,varsha3465,GP,F,15,75.0,80.0,85.0,54.0,52.0,80.0,-2.0,5,38.285714285714285,1,1,1,1,0,0,1,15,72,25,98,0,0,58
Khushi,khushi@gmail.com,khushi4503,GP,F,16,35.0,30.0,30.0,90.0,92.0,31.666666666666668,2.0,3,23.142857142857142,0,0,1,1,1,0,0,0,0,66,36,60,0,0
Khushi,khushi@gmail.com,khushi3382,GP,F,16,60.0,55.00000000000001,55.00000000000001,94.0,90.0,56.666666666666664,-4.0,3,10.285714285714286,1,0,0,1,0,0,1,16,0,0,5,0,0,51
Piyush,piyush@gmail.com,piyush9736,GP,M,15,55.00000000000001,65.0,70.0,86.0,88.0,63.333333333333336,2.0,3,26.285714285714285,0,1,0,1,0,1,0,0,56,0,54,0,74,0
Varsha,varsha@gmail.com,varsha2569,GP,F,15,30.0,45.0,45.0,51.0,47.0,40.0,-4.0,5,48.714285714285715,0,1,1,1,0,1,1,0,74,47,100,0,24,96
Anshul,anshul@gmail.com,anshul8609,GP,M,16,60.0,80.0,80.0,96.0,91.0,73.33333333333333,-5.0,3,21.142857142857142,1,0,0,0,1,1,0,95,0,0,0,21,32,0
Varsha,varsha@gmail.com,varsha7317,GP,F,16,35.0,40.0,45.0,54.0,49.0,40.0,-5.0,4,41.0,1,0,0,1,1,1,0,89,0,0,77,74,47,0
Preeti,preeti@gmail.com,preeti9705,GP,F,16,60.0,75.0,75.0,100.0,100.0,70.0,0.0,3,22.714285714285715,1,1,0,1,0,0,0,65,66,0,28,0,0,0
Khushi,khushi@gmail.com,khushi1926,GP,F,16,30.0,40.0,35.0,54.0,58.0,35.0,4.0,5,28.0,1,1,1,0,1,0,1,33,21,58,0,40,0,44
Abdul,abdul@gmail.com,abdul7932,GP,M,16,40.0,40.0,30.0,92.0,89.0,36.666666666666664,-3.0,4,34.0,1,0,1,0,1,0,1,99,0,71,0,3,0,65
Ram,ram@gmail.com,ram7734,GP,M,16,85.0,90.0,90.0,95.0,99.0,88.33333333333333,4.0,3,21.571428571428573,1,0,0,0,0,1,1,43,0,0,0,0,50,58
Vivek,vivek@gmail.com,vivek2613,GP,M,15,50.0,65.0,70.0,89.0,87.0,61.666666666666664,-2.0,5,31.714285714285715,1,1,0,1,1,1,0,23,15,0,43,71,70,0
Khushi,khushi@gmail.com,khushi9514,GP,F,15,35.0,30.0,30.0,83.0,78.0,31.666666666666668,-5.0,4,27.0,0,1,0,1,0,1,1,0,68,0,4,0,25,92
Karan,karan@gmail.com,karan2482,GP,M,15,80.0,90.0,90.0,87.0,88.0,86.66666666666667,1.0,4,34.57142857142857,1,1,0,1,0,1,0,98,13,0,89,0,42,0
Khushi,khushi@gmail.com,khushi2112,GP,F,15,55.00000000000001,60.0,60.0,98.0,96.0,58.333333333333336,-2.0,5,38.142857142857146,0,1,1,1,1,1,0,0,54,92,37,72,12,0
Varsha,varsha@gmail.com,varsha4832,GP,F,15,40.0,45.0,45.0,95.0,97.0,43.333333333333336,2.0,3,36.0,1,0,1,0,0,1,0,58,0,97,0,0,97,0
Ansh,ansh@gmail.com,ansh1205,GP,M,16,80.0,90.0,90.0,61.0,60.0,86.66666666666667,-1.0,5,53.285714285714285,1,1,0,1,1,0,1,30,91,0,94,94,0,64
Piyush,piyush@gmail.com,piyush4184,GP,M,15,50.0,65.0,65.0,81.0,84.0,60.0,3.0,4,32.0,1,0,0,1,0,1,1,88,0,0,62,0,9,65
Manisha,manisha@gmail.com,manisha6762,GP,F,16,70.0,75.0,80.0,69.0,65.0,75.0,-4.0,5,34.857142857142854,1,1,1,1,0,1,0,21,91,62,1,0,69,0
Vivek,vivek@gmail.com,vivek7269,GP,M,15,90.0,95.0,95.0,78.0,73.0,93.33333333333333,-5.0,4,28.857142857142858,1,1,0,1,0,1,0,20,20,0,85,0,77,0
Khushi,khushi@gmail.com,khushi3105,GP,F,16,35.0,50.0,50.0,73.0,77.0,45.0,4.0,4,26.0,1,1,1,0,0,1,0,20,60,94,0,0,8,0
Mary,mary@gmail.com,mary4507,GP,F,16,55.00000000000001,70.0,70.0,92.0,96.0,65.0,4.0,4,38.42857142857143,1,1,0,0,1,1,0,98,99,0,0,28,44,0
Vivek,vivek@gmail.com,vivek5629,GP,M,15,90.0,95.0,95.0,80.0,77.0,93.33333333333333,-3.0,3,12.857142857142858,0,0,0,1,1,0,1,0,0,0,36,28,0,26
Anshul,anshul@gmail.com,anshul1304,GP,M,15,45.0,45.0,45.0,76.0,77.0,45.0,1.0,3,23.428571428571427,0,1,0,1,0,1,0,0,69,0,18,0,77,0
Vivek,vivek@gmail.com,vivek2482,GP,M,16,75.0,75.0,80.0,76.0,71.0,76.66666666666667,-5.0,5,38.857142857142854,0,1,0,1,1,1,1,0,45,0,66,43,41,77
Ansh,ansh@gmail.com,ansh3402,GP,M,15,55.00000000000001,65.0,70.0,78.0,79.0,63.333333333333336,1.0,5,30.428571428571427,0,1,1,1,1,0,1,0,51,0,45,54,0,63
Ansh,ansh@gmail.com,ansh7254,GP,M,16,60.0,65.0,60.0,51.0,48.0,61.666666666666664,-3.0,5,35.857142857142854,1,1,0,1,1,0,1,45,36,0,72,82,0,16
Anshul,anshul@gmail.com,anshul9239,GP,M,17,40.0,30.0,35.0,56.0,52.0,35.0,-4.0,4,30.0,0,0,1,0,1,1,1,0,0,9,0,93,99,9
Ram,ram@gmail.com,ram7076,GP,M,15,70.0,65.0,65.0,63.0,65.0,66.66666666666667,2.0,5,37.857142857142854,1,0,1,1,1,1,0,67,0,7,1,96,94,0
Khushi,khushi@gmail.com,khushi2546,GP,F,15,80.0,75.0,75.0,68.0,73.0,76.66666666666667,5.0,4,25.428571428571427,1,1,1,1,0,0,0,66,62,19,31,0,0,0
Piyush,piyush@gmail.com,piyush1752,GP,M,15,80.0,70.0,75.0,73.0,68.0,75.0,-5.0,4,8.571428571428571,0,0,1,1,1,0,1,0,0,20,6,24,0,10
Mary,mary@gmail.com,mary6194,GP,F,16,70.0,70.0,70.0,94.0,99.0,70.0,5.0,3,25.142857142857142,0,0,1,0,1,0,1,0,0,65,0,88,0,23
Karan,karan@gmail.com,karan8461,GP,M,16,65.0,50.0,60.0,51.0,56.0,58.333333333333336,5.0,5,47.142857142857146,1,1,0,1,0,1,1,53,37,0,98,0,77,65
Manisha,manisha@gmail.com,manisha1257,GP,F,16,35.0,30.0,35.0,52.0,57.0,33.333333333333336,5.0,3,11.0,0,0,1,0,0,1,1,0,0,31,0,0,41,5
Abdul,abdul@gmail.com,abdul6339,GP,M,15,65.0,65.0,60.0,90.0,86.0,63.333333333333336,-4.0,3,20.285714285714285,0,0,1,1,0,0,1,0,0,53,44,0,0,45
Khushi,khushi@gmail.com,khushi1347,GP,F,15,30.0,45.0,50.0,56.0,52.0,41.666666666666664,-4.0,5,41.142857142857146,1,1,0,0,1,1,1,91,11,0,0,54,100,32
Preeti,preeti@gmail.com,preeti7104,GP,F,19,35.0,40.0,45.0,61.0,61.0,40.0,0.0,4,37.285714285714285,1,0,1,0,1,0,1,45,0,91,0,70,0,55
Abdul,abdul@gmail.com,abdul4849,GP,M,18,30.0,15.0,-5.0,59.0,59.0,13.333333333333334,0.0,4,41.42857142857143,1,0,1,0,1,0,1,45,0,63,0,88,0,94
Piyush,piyush@gmail.com,piyush6501,GP,M,16,85.0,85.0,85.0,54.0,51.0,85.0,-3.0,3,15.0,0,0,1,1,0,1,0,0,0,36,12,0,57,0
Preeti,preeti@gmail.com,preeti2546,GP,F,15,60.0,0.0,0.0,61.0,56.0,20.0,-5.0,5,31.428571428571427,1,1,1,1,0,1,0,12,17,59,41,0,91,0
Manisha,manisha@gmail.com,manisha5156,GP,F,15,45.0,5.0,5.0,92.0,91.0,18.333333333333332,-1.0,3,8.142857142857142,1,0,0,0,1,1,0,15,0,0,0,36,6,0
Varsha,varsha@gmail.com,varsha8672,GP,F,17,50.0,65.0,60.0,89.0,89.0,58.333333333333336,0.0,4,32.285714285714285,0,1,0,1,0,1,1,0,81,0,55,0,74,16
Khushi,khushi@gmail.com,khushi1860,GP,F,16,60.0,55.00000000000001,55.00000000000001,66.0,65.0,56.666666666666664,-1.0,4,33.285714285714285,0,1,0,1,1,1,0,0,77,0,7,70,79,0
Anshul,anshul@gmail.com,anshul2204,GP,M,15,40.0,-5.0,-5.0,58.0,53.0,10.0,-5.0,5,58.42857142857143,1,1,0,1,0,1,1,93,61,0,87,0,92,76
Preeti,preeti@gmail.com,preeti7526,GP,F,15,55.00000000000001,0.0,0.0,81.0,81.0,18.333333333333336,0.0,5,34.0,1,1,0,1,1,1,0,97,36,0,14,14,77,0
Vivek,vivek@gmail.com,vivek6706,GP,M,17,45.0,-5.0,-5.0,52.0,56.0,11.666666666666666,4.0,3,15.142857142857142,1,0,0,1,0,1,0,97,0,0,4,0,5,0
Manisha,manisha@gmail.com,manisha1774,GP,F,16,20.0,0.0,0.0,84.0,82.0,6.666666666666667,-2.0,4,41.42857142857143,0,0,1,0,1,1,1,0,0,53,0,89,52,96
Ram,ram@gmail.com,ram2567,GP,M,16,70.0,60.0,60.0,78.0,75.0,63.333333333333336,-3.0,5,33.142857142857146,1,1,1,0,1,0,1,33,18,61,0,88,0,32
Preeti,preeti@gmail.com,preeti4257,GP,F,15,80.0,80.0,75.0,74.0,69.0,78.33333333333333,-5.0,3,16.571428571428573,0,0,1,0,1,0,1,0,0,92,0,5,0,19
Karan,karan@gmail.com,karan7602,GP,M,15,35.0,45.0,0.0,76.0,80.0,26.666666666666668,4.0,3,22.714285714285715,1,1,0,0,1,0,0,12,74,0,0,73,0,0
Ansh,ansh@gmail.com,ansh3300,GP,M,16,40.0,40.0,40.0,56.0,52.0,40.0,-4.0,4,33.0,1,0,1,0,1,0,1,49,0,71,0,61,0,50
Mary,mary@gmail.com,mary7940,GP,F,15,45.0,55.00000000000001,55.00000000000001,62.0,58.0,51.666666666666664,-4.0,5,41.714285714285715,1,1,0,1,1,1,0,82,72,0,61,11,66,0
Mary,mary@gmail.com,mary8335,GP,F,16,70.0,70.0,65.0,70.0,73.0,68.33333333333333,3.0,3,24.142857142857142,1,0,0,1,0,1,0,64,0,0,25,0,80,0
Karan,karan@gmail.com,karan5032,GP,M,17,25.0,0.0,0.0,82.0,83.0,8.333333333333334,1.0,3,30.428571428571427,0,0,0,1,1,1,0,0,0,0,31,84,98,0
Varsha,varsha@gmail.com,varsha4944,GP,F,15,40.0,55.00000000000001,55.00000000000001,61.0,60.0,50.0,-1.0,5,40.57142857142857,1,1,1,1,1,0,0,15,79,82,31,77,0,0
Preeti,preeti@gmail.com,preeti8079,GP,F,15,25.0,30.0,-5.0,53.0,55.0,16.666666666666668,2.0,5,45.285714285714285,1,0,1,1,0,1,1,71,0,37,52,0,64,93
Preeti,preeti@gmail.com,preeti2571,GP,F,15,55.00000000000001,60.0,60.0,99.0,98.0,58.333333333333336,-1.0,5,44.142857142857146,1,1,1,1,0,0,1,6,98,69,54,0,0,82
Abdul,abdul@gmail.com,abdul2531,GP,M,16,35.0,30.0,0.0,85.0,84.0,21.666666666666668,-1.0,5,45.714285714285715,1,1,0,0,1,1,1,46,93,0,0,94,73,14
Abdul,abdul@gmail.com,abdul3246,GP,M,15,40.0,45.0,50.0,62.0,62.0,45.0,0.0,5,24.571428571428573,1,1,0,0,1,1,1,58,63,0,0,11,36,4
Ansh,ansh@gmail.com,ansh3502,GP,M,18,30.0,25.0,0.0,83.0,82.0,18.333333333333332,-1.0,5,31.857142857142858,1,1,1,1,0,1,0,65,96,21,13,0,28,0
Ansh,ansh@gmail.com,ansh3825,GP,M,16,65.0,70.0,75.0,99.0,100.0,70.0,1.0,3,20.428571428571427,0,1,1,0,0,0,1,0,14,85,0,0,0,44
Varsha,varsha@gmail.com,varsha2400,GP,F,15,50.0,50.0,50.0,79.0,82.0,50.0,3.0,5,44.714285714285715,1,1,1,1,0,1,0,94,9,75,83,0,52,0
Piyush,piyush@gmail.com,piyush1695,GP,M,19,25.0,0.0,0.0,85.0,86.0,8.333333333333334,1.0,3,32.714285714285715,1,0,1,0,0,1,0,47,0,88,0,0,94,0
Preeti,preeti@gmail.com,preeti4136,GP,F,17,50.0,50.0,55.00000000000001,52.0,55.0,51.666666666666664,3.0,3,11.857142857142858,0,1,1,0,1,0,0,0,5,63,0,15,0,0
Anshul,anshul@gmail.com,anshul1776,GP,M,15,55.00000000000001,40.0,40.0,63.0,66.0,45.0,3.0,4,19.142857142857142,1,1,1,0,0,1,0,43,25,10,0,0,56,0
Piyush,piyush@gmail.com,piyush1533,GP,M,17,75.0,55.00000000000001,60.0,57.0,61.0,63.333333333333336,4.0,4,36.57142857142857,1,0,0,1,1,0,1,92,0,0,47,38,0,79
Khushi,khushi@gmail.com,khushi9433,GP,F,18,45.0,40.0,50.0,68.0,68.0,45.0,0.0,4,11.285714285714286,0,1,1,0,1,0,1,0,1,23,0,27,0,28
Anshul,anshul@gmail.com,anshul4058,GP,M,16,90.0,80.0,80.0,91.0,87.0,83.33333333333333,-4.0,4,33.0,1,0,0,1,1,0,1,46,0,0,89,21,0,75
Abdul,abdul@gmail.com,abdul8084,GP,M,16,45.0,55.00000000000001,55.00000000000001,54.0,49.0,51.666666666666664,-5.0,3,15.714285714285714,0,1,0,0,1,1,0,0,11,0,0,68,31,0
Ansh,ansh@gmail.com,ansh1941,GP,M,17,35.0,30.0,0.0,80.0,76.0,21.666666666666668,-4.0,4,14.142857142857142,0,1,1,1,0,1,0,0,6,31,5,0,57,0
Ram,ram@gmail.com,ram8584,GP,M,15,25.0,45.0,35.0,87.0,92.0,35.0,5.0,5,26.142857142857142,1,1,1,1,1,0,0,12,31,45,66,29,0,0
Abdul,abdul@gmail.com,abdul9506,GP,M,16,35.0,0.0,0.0,68.0,65.0,11.666666666666666,-3.0,4,22.285714285714285,0,0,1,1,0,1,1,0,0,7,32,0,100,17
Abdul,abdul@gmail.com,abdul2716,GP,M,17,45.0,45.0,45.0,55.0,59.0,45.0,4.0,5,23.714285714285715,0,1,1,1,1,1,0,0,40,9,9,80,28,0
Ram,ram@gmail.com,ram4453,GP,M,17,25.0,40.0,35.0,89.0,86.0,33.333333333333336,-3.0,5,36.857142857142854,1,0,1,1,1,1,0,47,0,56,61,39,55,0
Abdul,abdul@gmail.com,abdul9241,GP,M,16,60.0,55.00000000000001,60.0,73.0,78.0,58.333333333333336,5.0,3,30.428571428571427,1,0,0,0,1,0,1,63,0,0,0,54,0,96
Ram,ram@gmail.com,ram8064,GP,M,16,55.00000000000001,55.00000000000001,55.00000000000001,99.0,97.0,55.00000000000001,-2.0,4,24.714285714285715,0,1,0,1,1,1,0,0,60,0,40,62,11,0
Mary,mary@gmail.com,mary9712,GP,F,16,65.0,70.0,75.0,58.0,60.0,70.0,2.0,4,26.571428571428573,1,1,1,0,0,1,0,89,37,44,0,0,16,0
Preeti,preeti@gmail.com,preeti3445,GP,F,16,35.0,40.0,5.0,95.0,95.0,26.666666666666668,0.0,3,8.714285714285714,0,0,1,1,1,0,0,0,0,12,32,17,0,0
Khushi,khushi@gmail.com,khushi7533,GP,F,16,70.0,70.0,70.0,74.0,75.0,70.0,1.0,5,49.714285714285715,1,1,1,1,0,1,0,61,96,93,95,0,3,0
Piyush,piyush@gmail.com,piyush4397,GP,M,16,30.0,25.0,0.0,84.0,84.0,18.333333333333332,0.0,3,28.571428571428573,1,1,0,1,0,0,0,41,73,0,86,0,0,0
Vivek,vivek@gmail.com,vivek4799,GP,M,16,65.0,75.0,80.0,83.0,87.0,73.33333333333333,4.0,3,20.0,0,1,0,1,0,0,1,0,43,0,40,0,0,57
Ram,ram@gmail.com,ram4851,GP,M,17,70.0,60.0,55.00000000000001,95.0,94.0,61.666666666666664,-1.0,4,34.285714285714285,1,0,0,1,0,1,1,99,0,0,69,0,61,11
Khushi,khushi@gmail.com,khushi8131,GP,F,16,35.0,30.0,-5.0,55.0,59.0,20.0,4.0,4,19.428571428571427,0,1,1,0,0,1,1,0,78,5,0,0,48,5
Manisha,manisha@gmail.com,manisha3228,GP,F,16,50.0,55.00000000000001,45.0,89.0,85.0,50.0,-4.0,3,21.571428571428573,1,1,1,0,0,0,0,65,72,14,0,0,0,0
Anshul,anshul@gmail.com,anshul8455,GP,M,17,55.00000000000001,50.0,50.0,95.0,96.0,51.666666666666664,1.0,4,15.714285714285714,0,1,0,1,1,0,1,0,19,0,26,54,0,11
Khushi,khushi@gmail.com,khushi2903,GP,F,16,60.0,60.0,50.0,53.0,51.0,56.666666666666664,-2.0,4,37.285714285714285,1,0,0,1,0,1,1,56,0,0,48,0,57,100
Vivek,vivek@gmail.com,vivek4626,GP,M,17,30.0,25.0,30.0,90.0,91.0,28.333333333333332,1.0,3,30.285714285714285,0,1,0,1,0,1,0,0,98,0,41,0,73,0
Abdul,abdul@gmail.com,abdul5315,GP,M,16,50.0,40.0,45.0,75.0,76.0,45.0,1.0,3,22.571428571428573,0,0,0,1,1,1,0,0,0,0,88,69,1,0
Abdul,abdul@gmail.com,abdul9094,GP,M,17,55.00000000000001,55.00000000000001,60.0,91.0,90.0,56.666666666666664,-1.0,5,35.42857142857143,0,1,0,1,1,1,1,0,99,0,8,38,45,58
Karan,karan@gmail.com,karan7795,GP,M,16,50.0,45.0,45.0,91.0,88.0,46.666666666666664,-3.0,3,17.285714285714285,1,0,0,0,1,0,1,74,0,0,0,0,0,47
Abdul,abdul@gmail.com,abdul2455,GP,M,16,60.0,65.0,60.0,67.0,64.0,61.666666666666664,-3.0,3,17.428571428571427,1,1,1,0,0,0,0,25,83,14,0,0,0,0
Khushi,khushi@gmail.com,khushi6940,GP,F,17,85.0,90.0,90.0,99.0,94.0,88.33333333333333,-5.0,5,32.42857142857143,0,1,1,1,1,1,0,0,79,82,61,0,5,0
Mary,mary@gmail.com,mary5394,GP,F,17,45.0,45.0,40.0,68.0,71.0,43.333333333333336,3.0,3,22.714285714285715,1,0,0,0,0,1,1,17,0,0,0,0,43,99
Manisha,manisha@gmail.com,manisha9128,GP,F,16,60.0,65.0,60.0,66.0,68.0,61.666666666666664,2.0,3,19.857142857142858,0,0,0,0,1,1,1,0,0,0,0,25,22,92
Karan,karan@gmail.com,karan5023,GP,M,17,60.0,60.0,55.00000000000001,72.0,68.0,58.333333333333336,-4.0,5,44.142857142857146,1,1,1,1,0,1,0,83,40,34,75,0,77,0
Ram,ram@gmail.com,ram6278,GP,M,16,55.00000000000001,60.0,55.00000000000001,64.0,67.0,56.666666666666664,3.0,3,32.0,0,1,1,0,1,0,0,0,74,86,0,64,0,0
Anshul,anshul@gmail.com,anshul4142,GP,M,16,75.0,75.0,75.0,77.0,77.0,75.0,0.0,3,24.285714285714285,0,0,1,0,1,0,1,0,0,71,0,9,0,90
Preeti,preeti@gmail.com,preeti5276,GP,F,17,40.0,35.0,45.0,68.0,71.0,40.0,3.0,3,25.285714285714285,0,1,0,1,0,0,1,0,41,0,62,0,0,74
Abdul,abdul@gmail.com,abdul8083,GP,M,17,40.0,45.0,50.0,68.0,73.0,45.0,5.0,5,20.571428571428573,1,1,1,1,1,0,0,7,58,34,38,7,0,0
Manisha,manisha@gmail.com,manisha5805,GP,F,16,55.00000000000001,60.0,65.0,65.0,66.0,60.0,1.0,4,35.142857142857146,1,1,1,1,0,0,0,23,49,74,100,0,0,0
Manisha,manisha@gmail.com,manisha2212,GP,F,17,40.0,40.0,45.0,69.0,71.0,41.666666666666664,2.0,5,21.857142857142858,0,1,0,1,1,1,1,0,8,0,27,86,5,27
Piyush,piyush@gmail.com,piyush7659,GP,M,17,30.0,35.0,35.0,55.0,60.0,33.333333333333336,5.0,4,28.714285714285715,0,1,0,1,1,0,1,0,69,0,31,31,0,70
Vivek,vivek@gmail.com,vivek7482,GP,M,16,40.0,45.0,50.0,67.0,67.0,45.0,0.0,3,33.57142857142857,0,1,0,0,1,1,0,0,99,0,0,89,47,0
