name,email,password,school,sex,age,first_year_marks_percentage,second_year_marks_percentage,third_year_marks_percentage,first_year_attendance,second_year_attendance,overall_performance,attendance_improvement,total_courses_enrolled,average_course_completion,daily_study_hours,average_monthly_performance,Web Development_enrolled,PowerBI_enrolled,C++ DSA_enrolled,Python_enrolled,Java_enrolled,MongoDB_enrolled,Machine Learning_enrolled,Web Development_completion,PowerBI_completion,C++ DSA_completion,Python_completion,Java_completion,MongoDB_completion,Machine Learning_completion,Web Development_teacher_completion,PowerBI_teacher_completion,C++ DSA_teacher_completion,Python_teacher_completion,Java_teacher_completion,MongoDB_teacher_completion,Machine Learning_teacher_completion
Mary,mary@gmail.com,mary8533,GP,F,18,60.0,60.0,65.0,68,64,61.666666666666664,-4,3,9.571428571428571,8,74.38752050332936,1,0,1,0,1,0,0,6,0,15,0,46,0,0,92,0,40,0,98,0,0
Varsha,varsha@gmail.com,varsha6700,GP,F,17,90.0,90.0,90.0,76,81,90.0,5,4,25.0,2,65.55893118070982,1,0,0,0,1,1,1,54,0,0,0,48,56,17,99,0,0,0,73,72,56
Ansh,ansh@gmail.com,ansh7772,GP,M,18,70.0,65.0,70.0,68,63,68.33333333333333,-5,3,15.142857142857142,2,66.99845858843067,1,1,0,0,1,0,0,68,38,0,0,0,0,0,69,46,0,0,41,0,0
Vivek,vivek@gmail.com,vivek4860,GP,M,17,65.0,55.00000000000001,50.0,55,55,56.666666666666664,0,5,36.857142857142854,4,60.74153798073407,0,1,1,1,1,1,0,0,73,28,96,45,16,0,0,92,30,99,91,25,0
Manisha,manisha@gmail.com,manisha6474,GP,F,19,50.0,45.0,0.0,84,89,31.666666666666668,5,3,31.571428571428573,7,79.67515224041237,0,0,0,1,1,0,1,0,0,0,64,91,0,66,0,0,0,98,94,0,91
Manisha,manisha@gmail.com,manisha4168,GP,F,18,50.0,40.0,40.0,75,71,43.333333333333336,-4,3,28.285714285714285,4,80.87881462431788,0,0,1,0,1,0,1,0,0,7,0,94,0,97,0,0,27,0,98,0,97
Manisha,manisha@gmail.com,manisha2386,GP,F,18,75.0,70.0,75.0,91,87,73.33333333333333,-4,4,39.714285714285715,3,83.2305001630842,0,1,1,1,0,1,0,0,79,63,49,0,87,0,0,83,91,60,0,91,0
Anshul,anshul@gmail.com,anshul6171,GP,M,18,80.0,75.0,80.0,89,89,78.33333333333333,0,4,38.142857142857146,4,87.64978207001003,0,1,0,1,0,1,1,0,89,0,78,0,14,86,0,100,0,85,0,48,93
Mary,mary@gmail.com,mary2230,GP,F,18,60.0,50.0,55.00000000000001,70,74,55.0,4,4,35.42857142857143,5,88.14929829277489,0,1,0,0,1,1,1,0,71,0,0,79,8,90,0,89,0,0,86,60,95
Ansh,ansh@gmail.com,ansh5138,GP,M,17,55.00000000000001,55.00000000000001,50.0,63,61,53.333333333333336,-2,4,20.285714285714285,2,89.8504879941518,1,1,0,1,1,0,0,68,11,0,33,30,0,0,98,39,0,79,59,0,0
Mary,mary@gmail.com,mary9767,GP,F,17,75.0,60.0,70.0,79,74,68.33333333333333,-5,3,22.571428571428573,6,63.190263665371226,1,1,1,0,0,0,0,45,40,73,0,0,0,0,56,66,81,0,0,0,0
Khushi,khushi@gmail.com,khushi3149,GP,F,17,85.0,85.0,90.0,82,78,86.66666666666667,-4,5,35.714285714285715,2,85.98654819332666,0,1,1,1,1,0,1,0,46,2,86,39,0,77,0,89,14,100,72,0,90
Anshul,anshul@gmail.com,anshul2511,GP,M,19,80.0,75.0,70.0,95,100,75.0,5,3,15.0,3,64.59988778272282,1,0,0,1,1,0,0,68,0,0,32,5,0,0,70,0,0,39,27,0,0
Mary,mary@gmail.com,mary9035,GP,F,18,70.0,60.0,60.0,78,79,63.333333333333336,1,3,21.0,8,63.24126567389773,1,1,0,1,0,0,0,70,49,0,28,0,0,0,81,94,0,64,0,0,0
Karan,karan@gmail.com,karan7409,GP,M,20,90.0,95.0,95.0,94,97,93.33333333333333,3,4,31.428571428571427,4,76.502275200405,1,0,1,0,0,1,1,26,0,77,0,0,62,55,33,0,94,0,0,94,77
Ram,ram@gmail.com,ram1567,GP,M,19,45.0,50.0,45.0,96,99,46.666666666666664,3,3,13.428571428571429,1,73.00964512556754,0,1,1,1,0,0,0,0,77,14,3,0,0,0,0,100,22,5,0,0,0
Vivek,vivek@gmail.com,vivek4269,GP,M,19,70.0,55.00000000000001,55.00000000000001,53,57,60.0,4,3,6.285714285714286,6,71.96618668071139,1,0,0,1,1,0,0,5,0,0,17,22,0,0,8,0,0,46,59,0,0
Khushi,khushi@gmail.com,khushi2282,GP,F,19,60.0,50.0,50.0,79,82,53.333333333333336,3,5,31.142857142857142,1,85.07777203031436,1,1,1,0,0,1,1,40,19,71,0,0,45,43,45,90,71,0,0,67,100
Mary,mary@gmail.com,mary9580,GP,F,19,45.0,45.0,0.0,60,56,30.0,-4,5,49.142857142857146,1,63.40683944130628,1,1,1,1,1,0,0,83,86,47,44,84,0,0,86,95,62,49,85,0,0
Khushi,khushi@gmail.com,khushi4249,GP,F,19,70.0,60.0,65.0,88,85,65.0,-3,5,34.714285714285715,4,82.19018039038568,1,0,1,1,0,1,1,59,0,94,65,0,11,14,71,0,100,89,0,14,62
Piyush,piyush@gmail.com,piyush5975,GP,M,19,65.0,55.00000000000001,55.00000000000001,73,73,58.333333333333336,0,3,28.142857142857142,8,81.22720843111867,0,0,1,1,0,1,0,0,0,47,90,0,60,0,0,0,97,94,0,62,0
Manisha,manisha@gmail.com,manisha8436,GP,F,19,65.0,50.0,55.00000000000001,70,72,56.666666666666664,2,4,28.0,6,84.20661972181989,1,0,0,1,0,1,1,10,0,0,44,0,64,78,86,0,0,79,0,96,98
Varsha,varsha@gmail.com,varsha2073,GP,F,19,80.0,70.0,70.0,96,100,73.33333333333333,4,4,23.857142857142858,5,60.67000561654405,0,0,0,1,1,1,1,0,0,0,16,93,25,33,0,0,0,56,94,60,69
Manisha,manisha@gmail.com,manisha1310,GP,F,19,65.0,55.00000000000001,55.00000000000001,71,73,58.333333333333336,2,4,25.428571428571427,1,80.51637624940655,0,0,1,1,1,0,1,0,0,12,76,46,0,44,0,0,47,91,76,0,92
Varsha,varsha@gmail.com,varsha1789,GP,F,18,40.0,40.0,0.0,82,82,26.666666666666668,0,4,21.857142857142858,4,72.19855921692698,0,1,1,0,1,1,0,0,42,9,0,56,46,0,0,79,85,0,96,70,0
Manisha,manisha@gmail.com,manisha3968,GP,F,18,45.0,50.0,45.0,90,92,46.666666666666664,2,4,25.428571428571427,2,68.84703512559817,1,1,1,1,0,0,0,24,90,55,9,0,0,0,67,94,73,99,0,0,0
Khushi,khushi@gmail.com,khushi8952,GP,F,17,55.00000000000001,55.00000000000001,50.0,66,64,53.333333333333336,-2,5,37.285714285714285,7,78.9988321936061,0,0,1,1,1,1,1,0,0,29,60,88,79,5,0,0,76,70,89,87,11
Preeti,preeti@gmail.com,preeti9610,GP,F,18,60.0,60.0,60.0,95,92,60.0,-3,4,30.142857142857142,8,70.72693398549954,1,1,1,0,0,1,0,71,24,34,0,0,82,0,87,61,45,0,0,94,0
Varsha,varsha@gmail.com,varsha9415,GP,F,17,60.0,60.0,60.0,50,53,60.0,3,5,43.42857142857143,1,78.53866609534047,0,1,1,1,0,1,1,0,84,87,66,0,13,54,0,94,90,89,0,91,58
Preeti,preeti@gmail.com,preeti9609,GP,F,17,55.00000000000001,45.0,45.0,61,63,48.333333333333336,2,3,20.857142857142858,8,83.44690129734785,0,1,0,0,1,1,0,0,23,0,0,64,59,0,0,72,0,0,85,67,0
Khushi,khushi@gmail.com,khushi6165,GP,F,17,55.00000000000001,55.00000000000001,55.00000000000001,70,68,55.00000000000001,-2,3,2.142857142857143,5,83.0884662107584,0,1,1,0,0,0,1,0,10,0,0,0,0,5,0,78,62,0,0,0,85
Manisha,manisha@gmail.com,manisha8019,GP,F,17,60.0,70.0,75.0,62,63,68.33333333333333,1,5,33.0,7,81.8741292631789,1,0,1,1,1,0,1,43,0,44,44,9,0,91,90,0,58,55,84,0,95
Preeti,preeti@gmail.com,preeti9300,GP,F,17,80.0,75.0,75.0,75,73,76.66666666666667,-2,3,23.571428571428573,6,73.75213723737708,0,1,0,0,0,1,1,0,65,0,0,0,86,14,0,66,0,0,0,88,85
Anshul,anshul@gmail.com,anshul3863,GP,M,18,45.0,60.0,55.00000000000001,85,85,53.333333333333336,0,4,41.0,8,67.96620201852129,0,0,1,0,1,1,1,0,0,87,0,79,22,99,0,0,89,0,94,38,100
Piyush,piyush@gmail.com,piyush9524,GP,M,17,70.0,75.0,80.0,83,84,75.0,1,4,24.857142857142858,6,88.59202542055979,1,1,0,1,0,0,1,10,28,0,45,0,0,91,61,78,0,88,0,0,98
Piyush,piyush@gmail.com,piyush5395,GP,M,17,50.0,45.0,45.0,50,48,46.666666666666664,-2,3,13.428571428571429,1,69.3676561693307,0,0,1,1,1,0,0,0,0,12,58,24,0,0,0,0,45,74,56,0,0
Khushi,khushi@gmail.com,khushi3205,GP,F,17,50.0,45.0,45.0,74,79,46.666666666666664,5,4,13.571428571428571,8,66.43145263862344,0,1,0,1,1,0,1,0,29,0,21,26,0,19,0,80,0,95,31,0,89
Mary,mary@gmail.com,mary9798,GP,F,17,70.0,70.0,70.0,67,70,70.0,3,5,42.714285714285715,2,85.11315759496584,0,1,1,0,1,1,1,0,6,91,0,35,86,81,0,45,98,0,56,100,100
Karan,karan@gmail.com,karan6087,GP,M,18,40.0,35.0,35.0,57,60,36.666666666666664,3,3,13.0,1,69.2785511463371,0,0,0,1,1,0,1,0,0,0,41,46,0,4,0,0,0,82,55,0,73
Preeti,preeti@gmail.com,preeti9707,GP,F,17,60.0,70.0,70.0,65,70,66.66666666666667,5,3,17.428571428571427,1,77.36629699639785,0,0,0,0,1,1,1,0,0,0,0,11,46,65,0,0,0,0,85,91,83
Preeti,preeti@gmail.com,preeti6129,GP,F,18,35.0,0.0,0.0,69,71,11.666666666666666,2,3,26.857142857142858,4,64.32961106863962,0,1,1,0,0,0,1,0,94,63,0,0,0,31,0,99,67,0,0,0,79
Khushi,khushi@gmail.com,khushi6768,GP,F,18,40.0,40.0,0.0,89,88,26.666666666666668,-1,4,38.142857142857146,4,78.90280695351132,1,1,0,1,0,1,0,98,49,0,90,0,30,0,99,69,0,95,0,78,0
Varsha,varsha@gmail.com,varsha1603,GP,F,18,45.0,40.0,-5.0,56,55,26.666666666666668,-1,3,23.571428571428573,1,61.77312238530128,0,1,0,1,0,0,1,0,81,0,30,0,0,54,0,86,0,75,0,0,89
Mary,mary@gmail.com,mary2611,GP,F,17,85.0,80.0,80.0,100,97,81.66666666666667,-3,5,41.57142857142857,1,60.037860973938834,1,0,1,1,1,0,1,14,0,21,92,78,0,86,20,0,98,93,96,0,95
Varsha,varsha@gmail.com,varsha4920,GP,F,19,70.0,65.0,65.0,67,67,66.66666666666667,0,3,20.142857142857142,2,65.80947305257175,0,0,1,0,1,1,0,0,0,40,0,30,71,0,0,0,48,0,53,96,0
Khushi,khushi@gmail.com,khushi9026,GP,F,17,35.0,40.0,0.0,82,80,25.0,-2,4,39.0,3,64.87189390843734,0,0,1,0,1,1,1,0,0,84,0,73,28,88,0,0,90,0,100,94,89
Khushi,khushi@gmail.com,khushi8163,GP,F,18,80.0,75.0,85.0,60,60,80.0,0,3,25.0,5,84.31319695177237,0,1,1,0,0,1,0,0,52,49,0,0,74,0,0,68,50,0,0,80,0
Khushi,khushi@gmail.com,khushi1087,GP,F,17,45.0,50.0,50.0,60,60,48.333333333333336,0,3,6.0,1,66.78021886000033,1,0,0,1,1,0,0,16,0,0,1,25,0,0,94,0,0,17,39,0,0
Khushi,khushi@gmail.com,khushi3195,GP,F,19,55.00000000000001,60.0,55.00000000000001,80,79,56.666666666666664,-1,3,6.428571428571429,5,83.25245848318947,1,0,0,1,1,0,0,35,0,0,4,6,0,0,69,0,0,17,29,0,0
Ansh,ansh@gmail.com,ansh3220,GP,M,18,50.0,50.0,0.0,61,56,33.333333333333336,-5,4,36.42857142857143,1,89.62021894636965,0,0,1,1,1,1,0,0,0,81,77,96,1,0,0,0,87,97,98,23,0
Karan,karan@gmail.com,karan4633,GP,M,18,85.0,80.0,80.0,98,100,81.66666666666667,2,5,38.857142857142854,4,76.98515371344277,1,0,1,0,1,1,1,22,0,73,0,31,95,51,48,0,76,0,87,99,91
Manisha,manisha@gmail.com,manisha8376,GP,F,17,45.0,40.0,0.0,65,68,28.333333333333332,3,5,44.0,5,68.06641043795582,1,0,1,0,1,1,1,87,0,20,0,40,95,66,87,0,65,0,64,99,95
Varsha,varsha@gmail.com,varsha2357,GP,F,18,50.0,45.0,45.0,54,52,46.666666666666664,-2,3,27.714285714285715,6,63.0762134649016,1,0,0,1,0,1,0,55,0,0,63,0,76,0,85,0,0,67,0,82,0
Khushi,khushi@gmail.com,khushi4129,GP,F,18,65.0,65.0,70.0,89,94,66.66666666666667,5,4,38.42857142857143,1,83.84545366385294,0,1,1,0,0,1,1,0,63,94,0,0,96,16,0,89,95,0,0,99,53
Piyush,piyush@gmail.com,piyush7837,GP,M,18,80.0,75.0,80.0,80,83,78.33333333333333,3,5,36.857142857142854,4,76.36695998299243,0,1,0,1,1,1,1,0,60,0,59,77,5,57,0,96,0,62,99,28,60
Vivek,vivek@gmail.com,vivek9632,GP,M,18,55.00000000000001,55.00000000000001,50.0,92,97,53.333333333333336,5,4,21.714285714285715,5,66.80826555279747,1,0,1,0,1,1,0,41,0,91,0,5,15,0,47,0,96,0,10,98,0
Mary,mary@gmail.com,mary1474,GP,F,17,60.0,70.0,70.0,59,58,66.66666666666667,-1,4,35.57142857142857,5,85.01991436794839,1,1,0,1,1,0,0,30,58,0,80,81,0,0,88,70,0,98,86,0,0
Ansh,ansh@gmail.com,ansh2330,MS,M,18,55.00000000000001,65.0,65.0,73,73,61.666666666666664,0,4,46.857142857142854,4,67.29834986967765,1,0,1,1,0,0,1,71,0,74,88,0,0,95,91,0,95,96,0,0,99
Ansh,ansh@gmail.com,ansh6477,MS,M,19,40.0,35.0,40.0,79,82,38.333333333333336,3,4,22.285714285714285,2,87.88899407338468,0,0,0,1,1,1,1,0,0,0,30,75,37,14,0,0,0,62,84,68,20
Vivek,vivek@gmail.com,vivek6692,MS,M,17,65.0,65.0,65.0,76,80,65.0,4,4,32.285714285714285,7,77.7425465344821,0,0,1,0,1,1,1,0,0,35,0,7,97,87,0,0,50,0,100,99,92
Karan,karan@gmail.com,karan2833,MS,M,18,45.0,40.0,45.0,97,95,43.333333333333336,-2,5,24.714285714285715,8,64.27034525196181,1,0,1,1,1,1,0,61,0,5,28,64,15,0,92,0,71,87,88,18,0
Ram,ram@gmail.com,ram7572,MS,M,19,40.0,40.0,40.0,83,79,40.0,-4,4,25.142857142857142,3,80.96521296451223,1,1,1,1,0,0,0,12,42,64,58,0,0,0,64,58,74,60,0,0,0
Piyush,piyush@gmail.com,piyush9315,MS,M,17,60.0,50.0,50.0,56,60,53.333333333333336,4,5,19.142857142857142,3,76.7380285309419,0,0,1,1,1,1,1,0,0,0,70,5,20,39,0,0,94,96,30,79,75
Preeti,preeti@gmail.com,preeti4480,MS,F,18,50.0,45.0,45.0,78,77,46.666666666666664,-1,3,7.0,8,69.83493869348271,0,1,0,1,0,0,1,0,30,0,11,0,0,8,0,54,0,67,0,0,10
Khushi,khushi@gmail.com,khushi4684,MS,F,17,55.00000000000001,60.0,60.0,57,61,58.333333333333336,4,4,10.0,2,86.69877107975037,0,0,1,0,1,1,1,0,0,7,0,25,26,12,0,0,43,0,38,47,19
Manisha,manisha@gmail.com,manisha4368,MS,F,17,65.0,65.0,60.0,92,97,63.333333333333336,5,3,35.42857142857143,3,75.12794336513852,1,1,0,0,1,0,0,66,99,0,0,83,0,0,66,100,0,0,98,0,0
Ansh,ansh@gmail.com,ansh7459,MS,M,18,50.0,50.0,50.0,76,80,50.0,4,4,30.285714285714285,8,62.04647613058317,0,1,0,1,0,1,1,0,98,0,25,0,18,71,0,99,0,37,0,45,73
Manisha,manisha@gmail.com,manisha8119,MS,F,18,90.0,80.0,80.0,62,63,83.33333333333333,1,5,31.0,1,62.26047582218313,1,1,0,1,1,0,1,23,3,0,82,41,0,68,30,52,0,87,95,0,69
Manisha,manisha@gmail.com,manisha7267,MS,F,18,65.0,65.0,65.0,83,79,65.0,-4,5,43.714285714285715,3,65.65807392408239,1,1,0,1,0,1,1,93,68,0,32,0,48,65,98,94,0,96,0,67,94
Piyush,piyush@gmail.com,piyush2504,MS,M,18,70.0,65.0,65.0,93,95,66.66666666666667,2,5,43.42857142857143,4,60.8166240269424,1,1,0,1,1,1,0,34,75,0,8,97,90,0,83,76,0,79,97,96,0
Manisha,manisha@gmail.com,manisha7316,MS,F,18,50.0,50.0,45.0,55,58,48.333333333333336,3,5,18.142857142857142,4,63.127629332925984,0,1,1,1,0,1,1,0,12,9,54,0,11,41,0,45,98,99,0,82,50
Preeti,preeti@gmail.com,preeti4754,MS,F,17,80.0,75.0,75.0,80,84,76.66666666666667,4,3,32.42857142857143,5,67.04739591190798,1,0,1,0,1,0,0,48,0,80,0,99,0,0,91,0,86,0,100,0,0
Mary,mary@gmail.com,mary3602,MS,F,17,60.0,55.00000000000001,60.0,69,72,58.333333333333336,3,3,15.0,4,79.60634452201681,1,0,0,0,1,1,0,59,0,0,0,32,14,0,95,0,0,0,80,87,0
Abdul,abdul@gmail.com,abdul5736,MS,M,18,55.00000000000001,55.00000000000001,55.00000000000001,100,96,55.00000000000001,-4,5,33.0,5,60.09495748358537,1,0,1,1,0,1,1,65,0,12,14,0,66,74,94,0,100,48,0,88,84
Vivek,vivek@gmail.com,vivek9372,MS,M,18,65.0,65.0,65.0,72,70,65.0,-2,5,42.714285714285715,3,65.26864574417874,0,1,1,0,1,1,1,0,58,79,0,14,69,79,0,74,98,0,44,83,88
Khushi,khushi@gmail.com,khushi8585,MS,F,17,30.0,25.0,-5.0,59,54,16.666666666666668,-5,3,21.142857142857142,3,80.25769732760571,1,1,1,0,0,0,0,14,83,51,0,0,0,0,89,83,87,0,0,0,0
Mary,mary@gmail.com,mary1246,MS,F,18,55.00000000000001,50.0,50.0,76,77,51.666666666666664,1,4,36.42857142857143,5,69.28926156920795,1,0,0,1,1,1,0,83,0,0,89,50,33,0,86,0,0,97,57,100,0
Preeti,preeti@gmail.com,preeti2212,MS,F,18,70.0,60.0,55.00000000000001,80,77,61.666666666666664,-3,4,23.285714285714285,5,73.00195910698143,1,0,0,1,0,1,1,30,0,0,26,0,35,72,73,0,0,70,0,55,93
Manisha,manisha@gmail.com,manisha7804,MS,F,19,35.0,35.0,45.0,75,75,38.333333333333336,0,3,27.714285714285715,3,72.51474654126935,0,1,1,1,0,0,0,0,42,64,88,0,0,0,0,78,86,100,0,0,0
Vivek,vivek@gmail.com,vivek7222,MS,M,18,70.0,60.0,60.0,67,63,63.333333333333336,-4,3,24.571428571428573,7,69.61666304149098,1,0,1,0,0,1,0,38,0,59,0,0,75,0,97,0,76,0,0,83,0
Manisha,manisha@gmail.com,manisha4995,MS,F,17,60.0,50.0,50.0,55,55,53.333333333333336,0,3,26.428571428571427,8,83.55874503360066,0,0,0,0,1,1,1,0,0,0,0,45,68,72,0,0,0,0,100,79,92
Preeti,preeti@gmail.com,preeti4338,MS,F,17,25.0,20.0,20.0,56,52,21.666666666666668,-4,3,29.428571428571427,2,78.1102227799741,1,0,1,0,0,1,0,56,0,62,0,0,88,0,71,0,99,0,0,89,0
Manisha,manisha@gmail.com,manisha8474,MS,F,18,95.0,90.0,95.0,68,63,93.33333333333333,-5,4,17.285714285714285,6,64.81092719767202,1,0,0,1,0,1,1,74,0,0,3,0,17,27,75,0,0,72,0,56,74
Varsha,varsha@gmail.com,varsha5829,MS,F,18,45.0,45.0,55.00000000000001,100,98,48.333333333333336,-2,3,22.285714285714285,3,61.07846994748458,0,0,0,1,1,0,1,0,0,0,23,74,0,59,0,0,0,68,96,0,77
Mary,mary@gmail.com,mary3431,MS,F,20,75.0,70.0,75.0,80,77,73.33333333333333,-3,5,51.142857142857146,3,68.1956041904278,1,1,0,1,0,1,1,64,99,0,22,0,75,98,80,100,0,59,0,84,99
Preeti,preeti@gmail.com,preeti8106,MS,F,18,35.0,40.0,45.0,56,60,40.0,4,3,18.0,6,80.43437950443467,1,1,1,0,0,0,0,28,81,17,0,0,0,0,40,100,50,0,0,0,0
Varsha,varsha@gmail.com,varsha1368,MS,F,18,75.0,75.0,75.0,66,61,75.0,-5,5,48.714285714285715,8,60.36888165095388,0,1,1,1,1,0,1,0,70,66,99,12,0,94,0,73,86,100,79,0,94
Mary,mary@gmail.com,mary1094,MS,F,17,50.0,50.0,50.0,89,89,50.0,0,3,25.571428571428573,6,72.57599378388856,1,0,1,0,1,0,0,92,0,61,0,26,0,0,96,0,68,0,83,0,0
Ram,ram@gmail.com,ram9695,MS,M,18,75.0,70.0,70.0,62,67,71.66666666666667,5,3,16.714285714285715,1,85.32745078825891,1,0,0,0,1,0,1,27,0,0,0,79,0,11,68,0,0,0,90,0,98
Abdul,abdul@gmail.com,abdul8210,MS,M,18,30.0,25.0,30.0,56,55,28.333333333333332,-1,3,15.428571428571429,2,88.11160207623915,0,0,1,0,1,1,0,0,0,19,0,18,71,0,0,0,67,0,34,85,0
Piyush,piyush@gmail.com,piyush3134,MS,M,17,60.0,60.0,55.00000000000001,94,89,58.333333333333336,-5,3,20.0,5,69.77187369161739,1,0,1,0,0,0,1,11,0,34,0,0,0,95,78,0,76,0,0,0,98
Abdul,abdul@gmail.com,abdul8020,MS,M,19,35.0,30.0,5.0,92,91,23.333333333333332,-1,4,44.285714285714285,6,70.82638329581621,1,0,0,1,1,0,1,64,0,0,85,98,0,63,80,0,0,90,100,0,97
Ram,ram@gmail.com,ram1969,MS,M,18,30.0,25.0,25.0,69,65,26.666666666666668,-4,5,30.857142857142858,7,80.59000558464527,1,1,0,1,1,1,0,32,59,0,88,33,4,0,67,97,0,94,73,68,0
Manisha,manisha@gmail.com,manisha8167,MS,F,18,50.0,45.0,50.0,67,65,48.333333333333336,-2,5,48.857142857142854,5,87.62676643598468,1,1,1,1,0,1,0,40,86,62,85,0,69,0,77,98,70,92,0,74,0
Khushi,khushi@gmail.com,khushi2163,MS,F,18,30.0,25.0,30.0,72,70,28.333333333333332,-2,4,28.285714285714285,5,69.23491086233321,0,1,1,1,0,1,0,0,64,52,35,0,47,0,0,74,96,76,0,61,0
Manisha,manisha@gmail.com,manisha2286,MS,F,19,35.0,25.0,0.0,74,78,20.0,4,4,20.0,8,74.80611518758167,1,0,1,1,0,0,1,57,0,20,8,0,0,55,85,0,100,12,0,0,83
Manisha,manisha@gmail.com,manisha3555,MS,F,18,30.0,40.0,35.0,56,57,35.0,1,3,18.428571428571427,3,64.79374076895405,0,1,0,0,0,1,1,0,82,0,0,0,36,11,0,94,0,0,0,73,11
Manisha,manisha@gmail.com,manisha3096,MS,F,18,25.0,20.0,-5.0,56,52,13.333333333333334,-4,3,20.285714285714285,8,68.70620509885048,1,1,0,0,1,0,0,74,3,0,0,65,0,0,75,60,0,0,88,0,0
Ansh,ansh@gmail.com,ansh9438,MS,M,20,45.0,45.0,45.0,87,88,45.0,1,4,31.428571428571427,5,63.46771194387117,1,1,0,0,0,1,1,25,26,0,0,0,94,75,60,88,0,0,0,100,79
Ram,ram@gmail.com,ram7188,MS,M,17,70.0,80.0,80.0,87,85,76.66666666666667,-2,5,46.857142857142854,1,70.59710320805601,0,1,1,1,1,0,1,0,97,67,4,71,0,89,0,99,98,88,92,0,89
Ram,ram@gmail.com,ram1477,MS,M,21,55.00000000000001,45.0,40.0,93,98,46.666666666666664,5,5,27.142857142857142,6,65.1218781286628,1,1,1,0,0,1,1,31,10,84,0,0,58,7,66,51,85,0,0,71,35
Piyush,piyush@gmail.com,piyush9710,MS,M,18,55.00000000000001,60.0,50.0,61,59,55.0,-2,3,15.714285714285714,1,64.28017573485859,1,1,0,1,0,0,0,44,58,0,8,0,0,0,48,61,0,97,0,0,0
Karan,karan@gmail.com,karan3025,MS,M,19,40.0,45.0,45.0,64,65,43.333333333333336,1,3,14.571428571428571,8,86.1731898346249,0,0,1,0,1,1,0,0,0,8,0,55,39,0,0,0,70,0,59,72,0
Varsha,varsha@gmail.com,varsha6106,GP,F,18,25.0,30.0,30.0,64,69,28.333333333333332,5,4,11.0,6,80.45992833003322,0,1,1,0,0,1,1,0,60,9,0,0,5,3,0,76,83,0,0,97,4
Varsha,varsha@gmail.com,varsha8052,GP,F,17,30.0,30.0,35.0,92,91,31.666666666666668,-1,3,23.142857142857142,8,80.40534177722219,0,0,0,1,1,1,0,0,0,0,57,77,28,0,0,0,0,60,78,68,0
Mary,mary@gmail.com,mary8790,GP,F,15,30.0,35.0,45.0,53,55,36.666666666666664,2,3,17.0,3,65.80796222579951,1,0,1,0,0,1,0,22,0,37,0,0,60,0,80,0,83,0,0,62,0
Mary,mary@gmail.com,mary1453,GP,F,15,80.0,75.0,80.0,96,97,78.33333333333333,1,5,27.0,3,86.90692315574037,1,1,0,1,1,0,1,80,26,0,0,82,0,1,83,52,0,92,82,0,10
Khushi,khushi@gmail.com,khushi4126,GP,F,16,35.0,55.00000000000001,55.00000000000001,95,93,48.333333333333336,-2,5,26.285714285714285,2,63.79802596650402,1,0,1,0,1,1,1,49,0,17,0,31,60,27,54,0,54,0,72,89,37
Ansh,ansh@gmail.com,ansh3135,GP,M,16,75.0,75.0,75.0,78,81,75.0,3,5,27.571428571428573,5,72.33759738973765,1,1,1,1,0,1,0,10,70,14,4,0,95,0,48,74,97,86,0,98,0
Abdul,abdul@gmail.com,abdul5808,GP,M,16,55.00000000000001,55.00000000000001,50.0,52,52,53.333333333333336,0,3,7.428571428571429,8,70.76842623897164,0,0,0,0,1,1,1,0,0,0,0,0,16,36,0,0,0,0,84,76,58
Preeti,preeti@gmail.com,preeti7045,GP,F,17,30.0,25.0,30.0,62,61,28.333333333333332,-1,4,23.857142857142858,2,87.10752698202526,1,1,1,1,0,0,0,18,27,100,22,0,0,0,25,94,100,38,0,0,0
Vivek,vivek@gmail.com,vivek5106,GP,M,15,80.0,90.0,95.0,69,73,88.33333333333333,4,5,23.714285714285715,3,80.85956262341443,1,1,1,0,1,1,0,7,32,61,0,29,37,0,38,59,68,0,84,74,0
Abdul,abdul@gmail.com,abdul6631,GP,M,15,75.0,80.0,80.0,100,100,78.33333333333333,0,4,18.0,1,89.45084210287439,1,1,0,0,0,1,1,57,15,0,0,0,46,8,99,97,0,0,0,46,40
Preeti,preeti@gmail.com,preeti8549,GP,F,15,50.0,40.0,45.0,62,66,45.0,4,3,31.142857142857142,2,65.27897028385178,0,1,0,0,1,1,0,0,42,0,0,79,97,0,0,44,0,0,81,98,0
Mary,mary@gmail.com,mary4116,GP,F,15,55.00000000000001,65.0,65.0,99,99,61.666666666666664,0,4,39.57142857142857,1,71.81412267062382,0,1,1,1,1,0,0,0,62,50,94,71,0,0,0,92,71,98,93,0,0
Piyush,piyush@gmail.com,piyush6043,GP,M,15,65.0,65.0,65.0,57,53,65.0,-4,5,49.142857142857146,6,71.67255422064945,1,1,0,1,0,1,1,87,48,0,99,0,52,58,98,48,0,100,0,63,90
Karan,karan@gmail.com,karan8714,GP,M,15,45.0,45.0,50.0,57,62,46.666666666666664,5,4,31.428571428571427,7,67.65104641199709,1,1,0,1,0,1,0,48,92,0,57,0,23,0,98,97,0,96,0,56,0
Ansh,ansh@gmail.com,ansh8896,GP,M,15,70.0,80.0,80.0,71,71,76.66666666666667,0,3,18.571428571428573,1,64.78390738050219,1,0,1,0,1,0,0,61,0,16,0,53,0,0,63,0,31,0,86,0,0
